target_session,previous_tw_close_utc,current_tw_open_utc,mapping_status,n_us_calendar_sessions,n_us_sessions,us_session_dates,us_open_timestamps_utc,us_close_timestamps_utc,feature_information_end_utc,us_early_close_sessions
2016-07-26,2016-07-25 05:30:00+00:00,2016-07-26 01:00:00+00:00,VALID,1,1,2016-07-25,2016-07-25T13:30:00+00:00,2016-07-25T20:00:00+00:00,2016-07-25 20:00:00+00:00,0
2016-07-27,2016-07-26 05:30:00+00:00,2016-07-27 01:00:00+00:00,VALID,1,1,2016-07-26,2016-07-26T13:30:00+00:00,2016-07-26T20:00:00+00:00,2016-07-26 20:00:00+00:00,0
2016-07-28,2016-07-27 05:30:00+00:00,2016-07-28 01:00:00+00:00,VALID,1,1,2016-07-27,2016-07-27T13:30:00+00:00,2016-07-27T20:00:00+00:00,2016-07-27 20:00:00+00:00,0
2016-07-29,2016-07-28 05:30:00+00:00,2016-07-29 01:00:00+00:00,VALID,1,1,2016-07-28,2016-07-28T13:30:00+00:00,2016-07-28T20:00:00+00:00,2016-07-28 20:00:00+00:00,0
2016-08-01,2016-07-29 05:30:00+00:00,2016-08-01 01:00:00+00:00,VALID,1,1,2016-07-29,2016-07-29T13:30:00+00:00,2016-07-29T20:00:00+00:00,2016-07-29 20:00:00+00:00,0
2016-08-02,2016-08-01 05:30:00+00:00,2016-08-02 01:00:00+00:00,VALID,1,1,2016-08-01,2016-08-01T13:30:00+00:00,2016-08-01T20:00:00+00:00,2016-08-01 20:00:00+00:00,0
2016-08-03,2016-08-02 05:30:00+00:00,2016-08-03 01:00:00+00:00,VALID,1,1,2016-08-02,2016-08-02T13:30:00+00:00,2016-08-02T20:00:00+00:00,2016-08-02 20:00:00+00:00,0
2016-08-04,2016-08-03 05:30:00+00:00,2016-08-04 01:00:00+00:00,VALID,1,1,2016-08-03,2016-08-03T13:30:00+00:00,2016-08-03T20:00:00+00:00,2016-08-03 20:00:00+00:00,0
2016-08-05,2016-08-04 05:30:00+00:00,2016-08-05 01:00:00+00:00,VALID,1,1,2016-08-04,2016-08-04T13:30:00+00:00,2016-08-04T20:00:00+00:00,2016-08-04 20:00:00+00:00,0
2016-08-08,2016-08-05 05:30:00+00:00,2016-08-08 01:00:00+00:00,VALID,1,1,2016-08-05,2016-08-05T13:30:00+00:00,2016-08-05T20:00:00+00:00,2016-08-05 20:00:00+00:00,0
2016-08-09,2016-08-08 05:30:00+00:00,2016-08-09 01:00:00+00:00,VALID,1,1,2016-08-08,2016-08-08T13:30:00+00:00,2016-08-08T20:00:00+00:00,2016-08-08 20:00:00+00:00,0
2016-08-10,2016-08-09 05:30:00+00:00,2016-08-10 01:00:00+00:00,VALID,1,1,2016-08-09,2016-08-09T13:30:00+00:00,2016-08-09T20:00:00+00:00,2016-08-09 20:00:00+00:00,0
2016-08-11,2016-08-10 05:30:00+00:00,2016-08-11 01:00:00+00:00,VALID,1,1,2016-08-10,2016-08-10T13:30:00+00:00,2016-08-10T20:00:00+00:00,2016-08-10 20:00:00+00:00,0
2016-08-12,2016-08-11 05:30:00+00:00,2016-08-12 01:00:00+00:00,VALID,1,1,2016-08-11,2016-08-11T13:30:00+00:00,2016-08-11T20:00:00+00:00,2016-08-11 20:00:00+00:00,0
2016-08-15,2016-08-12 05:30:00+00:00,2016-08-15 01:00:00+00:00,VALID,1,1,2016-08-12,2016-08-12T13:30:00+00:00,2016-08-12T20:00:00+00:00,2016-08-12 20:00:00+00:00,0
2016-08-16,2016-08-15 05:30:00+00:00,2016-08-16 01:00:00+00:00,VALID,1,1,2016-08-15,2016-08-15T13:30:00+00:00,2016-08-15T20:00:00+00:00,2016-08-15 20:00:00+00:00,0
2016-08-17,2016-08-16 05:30:00+00:00,2016-08-17 01:00:00+00:00,VALID,1,1,2016-08-16,2016-08-16T13:30:00+00:00,2016-08-16T20:00:00+00:00,2016-08-16 20:00:00+00:00,0
2016-08-18,2016-08-17 05:30:00+00:00,2016-08-18 01:00:00+00:00,VALID,1,1,2016-08-17,2016-08-17T13:30:00+00:00,2016-08-17T20:00:00+00:00,2016-08-17 20:00:00+00:00,0
2016-08-19,2016-08-18 05:30:00+00:00,2016-08-19 01:00:00+00:00,VALID,1,1,2016-08-18,2016-08-18T13:30:00+00:00,2016-08-18T20:00:00+00:00,2016-08-18 20:00:00+00:00,0
2016-08-22,2016-08-19 05:30:00+00:00,2016-08-22 01:00:00+00:00,VALID,1,1,2016-08-19,2016-08-19T13:30:00+00:00,2016-08-19T20:00:00+00:00,2016-08-19 20:00:00+00:00,0
2016-08-23,2016-08-22 05:30:00+00:00,2016-08-23 01:00:00+00:00,VALID,1,1,2016-08-22,2016-08-22T13:30:00+00:00,2016-08-22T20:00:00+00:00,2016-08-22 20:00:00+00:00,0
2016-08-24,2016-08-23 05:30:00+00:00,2016-08-24 01:00:00+00:00,VALID,1,1,2016-08-23,2016-08-23T13:30:00+00:00,2016-08-23T20:00:00+00:00,2016-08-23 20:00:00+00:00,0
2016-08-25,2016-08-24 05:30:00+00:00,2016-08-25 01:00:00+00:00,VALID,1,1,2016-08-24,2016-08-24T13:30:00+00:00,2016-08-24T20:00:00+00:00,2016-08-24 20:00:00+00:00,0
2016-08-26,2016-08-25 05:30:00+00:00,2016-08-26 01:00:00+00:00,VALID,1,1,2016-08-25,2016-08-25T13:30:00+00:00,2016-08-25T20:00:00+00:00,2016-08-25 20:00:00+00:00,0
2016-08-29,2016-08-26 05:30:00+00:00,2016-08-29 01:00:00+00:00,VALID,1,1,2016-08-26,2016-08-26T13:30:00+00:00,2016-08-26T20:00:00+00:00,2016-08-26 20:00:00+00:00,0
2016-08-30,2016-08-29 05:30:00+00:00,2016-08-30 01:00:00+00:00,VALID,1,1,2016-08-29,2016-08-29T13:30:00+00:00,2016-08-29T20:00:00+00:00,2016-08-29 20:00:00+00:00,0
2016-08-31,2016-08-30 05:30:00+00:00,2016-08-31 01:00:00+00:00,VALID,1,1,2016-08-30,2016-08-30T13:30:00+00:00,2016-08-30T20:00:00+00:00,2016-08-30 20:00:00+00:00,0
2016-09-01,2016-08-31 05:30:00+00:00,2016-09-01 01:00:00+00:00,VALID,1,1,2016-08-31,2016-08-31T13:30:00+00:00,2016-08-31T20:00:00+00:00,2016-08-31 20:00:00+00:00,0
2016-09-02,2016-09-01 05:30:00+00:00,2016-09-02 01:00:00+00:00,VALID,1,1,2016-09-01,2016-09-01T13:30:00+00:00,2016-09-01T20:00:00+00:00,2016-09-01 20:00:00+00:00,0
2016-09-05,2016-09-02 05:30:00+00:00,2016-09-05 01:00:00+00:00,VALID,1,1,2016-09-02,2016-09-02T13:30:00+00:00,2016-09-02T20:00:00+00:00,2016-09-02 20:00:00+00:00,0
2016-09-06,2016-09-05 05:30:00+00:00,2016-09-06 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2016-09-07,2016-09-06 05:30:00+00:00,2016-09-07 01:00:00+00:00,VALID,1,1,2016-09-06,2016-09-06T13:30:00+00:00,2016-09-06T20:00:00+00:00,2016-09-06 20:00:00+00:00,0
2016-09-08,2016-09-07 05:30:00+00:00,2016-09-08 01:00:00+00:00,VALID,1,1,2016-09-07,2016-09-07T13:30:00+00:00,2016-09-07T20:00:00+00:00,2016-09-07 20:00:00+00:00,0
2016-09-09,2016-09-08 05:30:00+00:00,2016-09-09 01:00:00+00:00,VALID,1,1,2016-09-08,2016-09-08T13:30:00+00:00,2016-09-08T20:00:00+00:00,2016-09-08 20:00:00+00:00,0
2016-09-10,2016-09-09 05:30:00+00:00,2016-09-10 01:00:00+00:00,VALID,1,1,2016-09-09,2016-09-09T13:30:00+00:00,2016-09-09T20:00:00+00:00,2016-09-09 20:00:00+00:00,0
2016-09-12,2016-09-10 05:30:00+00:00,2016-09-12 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2016-09-13,2016-09-12 05:30:00+00:00,2016-09-13 01:00:00+00:00,VALID,1,1,2016-09-12,2016-09-12T13:30:00+00:00,2016-09-12T20:00:00+00:00,2016-09-12 20:00:00+00:00,0
2016-09-14,2016-09-13 05:30:00+00:00,2016-09-14 01:00:00+00:00,VALID,1,1,2016-09-13,2016-09-13T13:30:00+00:00,2016-09-13T20:00:00+00:00,2016-09-13 20:00:00+00:00,0
2016-09-19,2016-09-14 05:30:00+00:00,2016-09-19 01:00:00+00:00,VALID,3,3,2016-09-14;2016-09-15;2016-09-16,2016-09-14T13:30:00+00:00;2016-09-15T13:30:00+00:00;2016-09-16T13:30:00+00:00,2016-09-14T20:00:00+00:00;2016-09-15T20:00:00+00:00;2016-09-16T20:00:00+00:00,2016-09-16 20:00:00+00:00,0
2016-09-20,2016-09-19 05:30:00+00:00,2016-09-20 01:00:00+00:00,VALID,1,1,2016-09-19,2016-09-19T13:30:00+00:00,2016-09-19T20:00:00+00:00,2016-09-19 20:00:00+00:00,0
2016-09-21,2016-09-20 05:30:00+00:00,2016-09-21 01:00:00+00:00,VALID,1,1,2016-09-20,2016-09-20T13:30:00+00:00,2016-09-20T20:00:00+00:00,2016-09-20 20:00:00+00:00,0
2016-09-22,2016-09-21 05:30:00+00:00,2016-09-22 01:00:00+00:00,VALID,1,1,2016-09-21,2016-09-21T13:30:00+00:00,2016-09-21T20:00:00+00:00,2016-09-21 20:00:00+00:00,0
2016-09-23,2016-09-22 05:30:00+00:00,2016-09-23 01:00:00+00:00,VALID,1,1,2016-09-22,2016-09-22T13:30:00+00:00,2016-09-22T20:00:00+00:00,2016-09-22 20:00:00+00:00,0
2016-09-26,2016-09-23 05:30:00+00:00,2016-09-26 01:00:00+00:00,VALID,1,1,2016-09-23,2016-09-23T13:30:00+00:00,2016-09-23T20:00:00+00:00,2016-09-23 20:00:00+00:00,0
2016-09-29,2016-09-26 05:30:00+00:00,2016-09-29 01:00:00+00:00,VALID,3,3,2016-09-26;2016-09-27;2016-09-28,2016-09-26T13:30:00+00:00;2016-09-27T13:30:00+00:00;2016-09-28T13:30:00+00:00,2016-09-26T20:00:00+00:00;2016-09-27T20:00:00+00:00;2016-09-28T20:00:00+00:00,2016-09-28 20:00:00+00:00,0
2016-09-30,2016-09-29 05:30:00+00:00,2016-09-30 01:00:00+00:00,VALID,1,1,2016-09-29,2016-09-29T13:30:00+00:00,2016-09-29T20:00:00+00:00,2016-09-29 20:00:00+00:00,0
2016-10-03,2016-09-30 05:30:00+00:00,2016-10-03 01:00:00+00:00,VALID,1,1,2016-09-30,2016-09-30T13:30:00+00:00,2016-09-30T20:00:00+00:00,2016-09-30 20:00:00+00:00,0
2016-10-04,2016-10-03 05:30:00+00:00,2016-10-04 01:00:00+00:00,VALID,1,1,2016-10-03,2016-10-03T13:30:00+00:00,2016-10-03T20:00:00+00:00,2016-10-03 20:00:00+00:00,0
2016-10-05,2016-10-04 05:30:00+00:00,2016-10-05 01:00:00+00:00,VALID,1,1,2016-10-04,2016-10-04T13:30:00+00:00,2016-10-04T20:00:00+00:00,2016-10-04 20:00:00+00:00,0
2016-10-06,2016-10-05 05:30:00+00:00,2016-10-06 01:00:00+00:00,VALID,1,1,2016-10-05,2016-10-05T13:30:00+00:00,2016-10-05T20:00:00+00:00,2016-10-05 20:00:00+00:00,0
2016-10-07,2016-10-06 05:30:00+00:00,2016-10-07 01:00:00+00:00,VALID,1,1,2016-10-06,2016-10-06T13:30:00+00:00,2016-10-06T20:00:00+00:00,2016-10-06 20:00:00+00:00,0
2016-10-11,2016-10-07 05:30:00+00:00,2016-10-11 01:00:00+00:00,VALID,2,2,2016-10-07;2016-10-10,2016-10-07T13:30:00+00:00;2016-10-10T13:30:00+00:00,2016-10-07T20:00:00+00:00;2016-10-10T20:00:00+00:00,2016-10-10 20:00:00+00:00,0
2016-10-12,2016-10-11 05:30:00+00:00,2016-10-12 01:00:00+00:00,VALID,1,1,2016-10-11,2016-10-11T13:30:00+00:00,2016-10-11T20:00:00+00:00,2016-10-11 20:00:00+00:00,0
2016-10-13,2016-10-12 05:30:00+00:00,2016-10-13 01:00:00+00:00,VALID,1,1,2016-10-12,2016-10-12T13:30:00+00:00,2016-10-12T20:00:00+00:00,2016-10-12 20:00:00+00:00,0
2016-10-14,2016-10-13 05:30:00+00:00,2016-10-14 01:00:00+00:00,VALID,1,1,2016-10-13,2016-10-13T13:30:00+00:00,2016-10-13T20:00:00+00:00,2016-10-13 20:00:00+00:00,0
2016-10-17,2016-10-14 05:30:00+00:00,2016-10-17 01:00:00+00:00,VALID,1,1,2016-10-14,2016-10-14T13:30:00+00:00,2016-10-14T20:00:00+00:00,2016-10-14 20:00:00+00:00,0
2016-10-18,2016-10-17 05:30:00+00:00,2016-10-18 01:00:00+00:00,VALID,1,1,2016-10-17,2016-10-17T13:30:00+00:00,2016-10-17T20:00:00+00:00,2016-10-17 20:00:00+00:00,0
2016-10-19,2016-10-18 05:30:00+00:00,2016-10-19 01:00:00+00:00,VALID,1,1,2016-10-18,2016-10-18T13:30:00+00:00,2016-10-18T20:00:00+00:00,2016-10-18 20:00:00+00:00,0
2016-10-20,2016-10-19 05:30:00+00:00,2016-10-20 01:00:00+00:00,VALID,1,1,2016-10-19,2016-10-19T13:30:00+00:00,2016-10-19T20:00:00+00:00,2016-10-19 20:00:00+00:00,0
2016-10-21,2016-10-20 05:30:00+00:00,2016-10-21 01:00:00+00:00,VALID,1,1,2016-10-20,2016-10-20T13:30:00+00:00,2016-10-20T20:00:00+00:00,2016-10-20 20:00:00+00:00,0
2016-10-24,2016-10-21 05:30:00+00:00,2016-10-24 01:00:00+00:00,VALID,1,1,2016-10-21,2016-10-21T13:30:00+00:00,2016-10-21T20:00:00+00:00,2016-10-21 20:00:00+00:00,0
2016-10-25,2016-10-24 05:30:00+00:00,2016-10-25 01:00:00+00:00,VALID,1,1,2016-10-24,2016-10-24T13:30:00+00:00,2016-10-24T20:00:00+00:00,2016-10-24 20:00:00+00:00,0
2016-10-26,2016-10-25 05:30:00+00:00,2016-10-26 01:00:00+00:00,VALID,1,1,2016-10-25,2016-10-25T13:30:00+00:00,2016-10-25T20:00:00+00:00,2016-10-25 20:00:00+00:00,0
2016-10-27,2016-10-26 05:30:00+00:00,2016-10-27 01:00:00+00:00,VALID,1,1,2016-10-26,2016-10-26T13:30:00+00:00,2016-10-26T20:00:00+00:00,2016-10-26 20:00:00+00:00,0
2016-10-28,2016-10-27 05:30:00+00:00,2016-10-28 01:00:00+00:00,VALID,1,1,2016-10-27,2016-10-27T13:30:00+00:00,2016-10-27T20:00:00+00:00,2016-10-27 20:00:00+00:00,0
2016-10-31,2016-10-28 05:30:00+00:00,2016-10-31 01:00:00+00:00,VALID,1,1,2016-10-28,2016-10-28T13:30:00+00:00,2016-10-28T20:00:00+00:00,2016-10-28 20:00:00+00:00,0
2016-11-01,2016-10-31 05:30:00+00:00,2016-11-01 01:00:00+00:00,VALID,1,1,2016-10-31,2016-10-31T13:30:00+00:00,2016-10-31T20:00:00+00:00,2016-10-31 20:00:00+00:00,0
2016-11-02,2016-11-01 05:30:00+00:00,2016-11-02 01:00:00+00:00,VALID,1,1,2016-11-01,2016-11-01T13:30:00+00:00,2016-11-01T20:00:00+00:00,2016-11-01 20:00:00+00:00,0
2016-11-03,2016-11-02 05:30:00+00:00,2016-11-03 01:00:00+00:00,VALID,1,1,2016-11-02,2016-11-02T13:30:00+00:00,2016-11-02T20:00:00+00:00,2016-11-02 20:00:00+00:00,0
2016-11-04,2016-11-03 05:30:00+00:00,2016-11-04 01:00:00+00:00,VALID,1,1,2016-11-03,2016-11-03T13:30:00+00:00,2016-11-03T20:00:00+00:00,2016-11-03 20:00:00+00:00,0
2016-11-07,2016-11-04 05:30:00+00:00,2016-11-07 01:00:00+00:00,VALID,1,1,2016-11-04,2016-11-04T13:30:00+00:00,2016-11-04T20:00:00+00:00,2016-11-04 20:00:00+00:00,0
2016-11-08,2016-11-07 05:30:00+00:00,2016-11-08 01:00:00+00:00,VALID,1,1,2016-11-07,2016-11-07T14:30:00+00:00,2016-11-07T21:00:00+00:00,2016-11-07 21:00:00+00:00,0
2016-11-09,2016-11-08 05:30:00+00:00,2016-11-09 01:00:00+00:00,VALID,1,1,2016-11-08,2016-11-08T14:30:00+00:00,2016-11-08T21:00:00+00:00,2016-11-08 21:00:00+00:00,0
2016-11-10,2016-11-09 05:30:00+00:00,2016-11-10 01:00:00+00:00,VALID,1,1,2016-11-09,2016-11-09T14:30:00+00:00,2016-11-09T21:00:00+00:00,2016-11-09 21:00:00+00:00,0
2016-11-11,2016-11-10 05:30:00+00:00,2016-11-11 01:00:00+00:00,VALID,1,1,2016-11-10,2016-11-10T14:30:00+00:00,2016-11-10T21:00:00+00:00,2016-11-10 21:00:00+00:00,0
2016-11-14,2016-11-11 05:30:00+00:00,2016-11-14 01:00:00+00:00,VALID,1,1,2016-11-11,2016-11-11T14:30:00+00:00,2016-11-11T21:00:00+00:00,2016-11-11 21:00:00+00:00,0
2016-11-15,2016-11-14 05:30:00+00:00,2016-11-15 01:00:00+00:00,VALID,1,1,2016-11-14,2016-11-14T14:30:00+00:00,2016-11-14T21:00:00+00:00,2016-11-14 21:00:00+00:00,0
2016-11-16,2016-11-15 05:30:00+00:00,2016-11-16 01:00:00+00:00,VALID,1,1,2016-11-15,2016-11-15T14:30:00+00:00,2016-11-15T21:00:00+00:00,2016-11-15 21:00:00+00:00,0
2016-11-17,2016-11-16 05:30:00+00:00,2016-11-17 01:00:00+00:00,VALID,1,1,2016-11-16,2016-11-16T14:30:00+00:00,2016-11-16T21:00:00+00:00,2016-11-16 21:00:00+00:00,0
2016-11-18,2016-11-17 05:30:00+00:00,2016-11-18 01:00:00+00:00,VALID,1,1,2016-11-17,2016-11-17T14:30:00+00:00,2016-11-17T21:00:00+00:00,2016-11-17 21:00:00+00:00,0
2016-11-21,2016-11-18 05:30:00+00:00,2016-11-21 01:00:00+00:00,VALID,1,1,2016-11-18,2016-11-18T14:30:00+00:00,2016-11-18T21:00:00+00:00,2016-11-18 21:00:00+00:00,0
2016-11-22,2016-11-21 05:30:00+00:00,2016-11-22 01:00:00+00:00,VALID,1,1,2016-11-21,2016-11-21T14:30:00+00:00,2016-11-21T21:00:00+00:00,2016-11-21 21:00:00+00:00,0
2016-11-23,2016-11-22 05:30:00+00:00,2016-11-23 01:00:00+00:00,VALID,1,1,2016-11-22,2016-11-22T14:30:00+00:00,2016-11-22T21:00:00+00:00,2016-11-22 21:00:00+00:00,0
2016-11-24,2016-11-23 05:30:00+00:00,2016-11-24 01:00:00+00:00,VALID,1,1,2016-11-23,2016-11-23T14:30:00+00:00,2016-11-23T21:00:00+00:00,2016-11-23 21:00:00+00:00,0
2016-11-25,2016-11-24 05:30:00+00:00,2016-11-25 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2016-11-28,2016-11-25 05:30:00+00:00,2016-11-28 01:00:00+00:00,VALID,1,1,2016-11-25,2016-11-25T14:30:00+00:00,2016-11-25T18:00:00+00:00,2016-11-25 18:00:00+00:00,1
2016-11-29,2016-11-28 05:30:00+00:00,2016-11-29 01:00:00+00:00,VALID,1,1,2016-11-28,2016-11-28T14:30:00+00:00,2016-11-28T21:00:00+00:00,2016-11-28 21:00:00+00:00,0
2016-11-30,2016-11-29 05:30:00+00:00,2016-11-30 01:00:00+00:00,VALID,1,1,2016-11-29,2016-11-29T14:30:00+00:00,2016-11-29T21:00:00+00:00,2016-11-29 21:00:00+00:00,0
2016-12-01,2016-11-30 05:30:00+00:00,2016-12-01 01:00:00+00:00,VALID,1,1,2016-11-30,2016-11-30T14:30:00+00:00,2016-11-30T21:00:00+00:00,2016-11-30 21:00:00+00:00,0
2016-12-02,2016-12-01 05:30:00+00:00,2016-12-02 01:00:00+00:00,VALID,1,1,2016-12-01,2016-12-01T14:30:00+00:00,2016-12-01T21:00:00+00:00,2016-12-01 21:00:00+00:00,0
2016-12-05,2016-12-02 05:30:00+00:00,2016-12-05 01:00:00+00:00,VALID,1,1,2016-12-02,2016-12-02T14:30:00+00:00,2016-12-02T21:00:00+00:00,2016-12-02 21:00:00+00:00,0
2016-12-06,2016-12-05 05:30:00+00:00,2016-12-06 01:00:00+00:00,VALID,1,1,2016-12-05,2016-12-05T14:30:00+00:00,2016-12-05T21:00:00+00:00,2016-12-05 21:00:00+00:00,0
2016-12-07,2016-12-06 05:30:00+00:00,2016-12-07 01:00:00+00:00,VALID,1,1,2016-12-06,2016-12-06T14:30:00+00:00,2016-12-06T21:00:00+00:00,2016-12-06 21:00:00+00:00,0
2016-12-08,2016-12-07 05:30:00+00:00,2016-12-08 01:00:00+00:00,VALID,1,1,2016-12-07,2016-12-07T14:30:00+00:00,2016-12-07T21:00:00+00:00,2016-12-07 21:00:00+00:00,0
2016-12-09,2016-12-08 05:30:00+00:00,2016-12-09 01:00:00+00:00,VALID,1,1,2016-12-08,2016-12-08T14:30:00+00:00,2016-12-08T21:00:00+00:00,2016-12-08 21:00:00+00:00,0
2016-12-12,2016-12-09 05:30:00+00:00,2016-12-12 01:00:00+00:00,VALID,1,1,2016-12-09,2016-12-09T14:30:00+00:00,2016-12-09T21:00:00+00:00,2016-12-09 21:00:00+00:00,0
2016-12-13,2016-12-12 05:30:00+00:00,2016-12-13 01:00:00+00:00,VALID,1,1,2016-12-12,2016-12-12T14:30:00+00:00,2016-12-12T21:00:00+00:00,2016-12-12 21:00:00+00:00,0
2016-12-14,2016-12-13 05:30:00+00:00,2016-12-14 01:00:00+00:00,VALID,1,1,2016-12-13,2016-12-13T14:30:00+00:00,2016-12-13T21:00:00+00:00,2016-12-13 21:00:00+00:00,0
2016-12-15,2016-12-14 05:30:00+00:00,2016-12-15 01:00:00+00:00,VALID,1,1,2016-12-14,2016-12-14T14:30:00+00:00,2016-12-14T21:00:00+00:00,2016-12-14 21:00:00+00:00,0
2016-12-16,2016-12-15 05:30:00+00:00,2016-12-16 01:00:00+00:00,VALID,1,1,2016-12-15,2016-12-15T14:30:00+00:00,2016-12-15T21:00:00+00:00,2016-12-15 21:00:00+00:00,0
2016-12-19,2016-12-16 05:30:00+00:00,2016-12-19 01:00:00+00:00,VALID,1,1,2016-12-16,2016-12-16T14:30:00+00:00,2016-12-16T21:00:00+00:00,2016-12-16 21:00:00+00:00,0
2016-12-20,2016-12-19 05:30:00+00:00,2016-12-20 01:00:00+00:00,VALID,1,1,2016-12-19,2016-12-19T14:30:00+00:00,2016-12-19T21:00:00+00:00,2016-12-19 21:00:00+00:00,0
2016-12-21,2016-12-20 05:30:00+00:00,2016-12-21 01:00:00+00:00,VALID,1,1,2016-12-20,2016-12-20T14:30:00+00:00,2016-12-20T21:00:00+00:00,2016-12-20 21:00:00+00:00,0
2016-12-22,2016-12-21 05:30:00+00:00,2016-12-22 01:00:00+00:00,VALID,1,1,2016-12-21,2016-12-21T14:30:00+00:00,2016-12-21T21:00:00+00:00,2016-12-21 21:00:00+00:00,0
2016-12-23,2016-12-22 05:30:00+00:00,2016-12-23 01:00:00+00:00,VALID,1,1,2016-12-22,2016-12-22T14:30:00+00:00,2016-12-22T21:00:00+00:00,2016-12-22 21:00:00+00:00,0
2016-12-26,2016-12-23 05:30:00+00:00,2016-12-26 01:00:00+00:00,VALID,1,1,2016-12-23,2016-12-23T14:30:00+00:00,2016-12-23T21:00:00+00:00,2016-12-23 21:00:00+00:00,0
2016-12-27,2016-12-26 05:30:00+00:00,2016-12-27 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2016-12-28,2016-12-27 05:30:00+00:00,2016-12-28 01:00:00+00:00,VALID,1,1,2016-12-27,2016-12-27T14:30:00+00:00,2016-12-27T21:00:00+00:00,2016-12-27 21:00:00+00:00,0
2016-12-29,2016-12-28 05:30:00+00:00,2016-12-29 01:00:00+00:00,VALID,1,1,2016-12-28,2016-12-28T14:30:00+00:00,2016-12-28T21:00:00+00:00,2016-12-28 21:00:00+00:00,0
2016-12-30,2016-12-29 05:30:00+00:00,2016-12-30 01:00:00+00:00,VALID,1,1,2016-12-29,2016-12-29T14:30:00+00:00,2016-12-29T21:00:00+00:00,2016-12-29 21:00:00+00:00,0
2017-01-03,2016-12-30 05:30:00+00:00,2017-01-03 01:00:00+00:00,VALID,1,1,2016-12-30,2016-12-30T14:30:00+00:00,2016-12-30T21:00:00+00:00,2016-12-30 21:00:00+00:00,0
2017-01-04,2017-01-03 05:30:00+00:00,2017-01-04 01:00:00+00:00,VALID,1,1,2017-01-03,2017-01-03T14:30:00+00:00,2017-01-03T21:00:00+00:00,2017-01-03 21:00:00+00:00,0
2017-01-05,2017-01-04 05:30:00+00:00,2017-01-05 01:00:00+00:00,VALID,1,1,2017-01-04,2017-01-04T14:30:00+00:00,2017-01-04T21:00:00+00:00,2017-01-04 21:00:00+00:00,0
2017-01-06,2017-01-05 05:30:00+00:00,2017-01-06 01:00:00+00:00,VALID,1,1,2017-01-05,2017-01-05T14:30:00+00:00,2017-01-05T21:00:00+00:00,2017-01-05 21:00:00+00:00,0
2017-01-09,2017-01-06 05:30:00+00:00,2017-01-09 01:00:00+00:00,VALID,1,1,2017-01-06,2017-01-06T14:30:00+00:00,2017-01-06T21:00:00+00:00,2017-01-06 21:00:00+00:00,0
2017-01-10,2017-01-09 05:30:00+00:00,2017-01-10 01:00:00+00:00,VALID,1,1,2017-01-09,2017-01-09T14:30:00+00:00,2017-01-09T21:00:00+00:00,2017-01-09 21:00:00+00:00,0
2017-01-11,2017-01-10 05:30:00+00:00,2017-01-11 01:00:00+00:00,VALID,1,1,2017-01-10,2017-01-10T14:30:00+00:00,2017-01-10T21:00:00+00:00,2017-01-10 21:00:00+00:00,0
2017-01-12,2017-01-11 05:30:00+00:00,2017-01-12 01:00:00+00:00,VALID,1,1,2017-01-11,2017-01-11T14:30:00+00:00,2017-01-11T21:00:00+00:00,2017-01-11 21:00:00+00:00,0
2017-01-13,2017-01-12 05:30:00+00:00,2017-01-13 01:00:00+00:00,VALID,1,1,2017-01-12,2017-01-12T14:30:00+00:00,2017-01-12T21:00:00+00:00,2017-01-12 21:00:00+00:00,0
2017-01-16,2017-01-13 05:30:00+00:00,2017-01-16 01:00:00+00:00,VALID,1,1,2017-01-13,2017-01-13T14:30:00+00:00,2017-01-13T21:00:00+00:00,2017-01-13 21:00:00+00:00,0
2017-01-17,2017-01-16 05:30:00+00:00,2017-01-17 01:00:00+00:00,EMPTY_US_WINDOW,0,0,,,,,0
2017-01-18,2017-01-17 05:30:00+00:00,2017-01-18 01:00:00+00:00,VALID,1,1,2017-01-17,2017-01-17T14:30:00+00:00,2017-01-17T21:00:00+00:00,2017-01-17 21:00:00+00:00,0
2017-01-19,2017-01-18 05:30:00+00:00,2017-01-19 01:00:00+00:00,VALID,1,1,2017-01-18,2017-01-18T14:30:00+00:00,2017-01-18T21:00:00+00:00,2017-01-18 21:00:00+00:00,0
2017-01-20,2017-01-19 05:30:00+00:00,2017-01-20 01:00:00+00:00,VALID,1,1,2017-01-19,2017-01-19T14:30:00+00:00,2017-01-19T21:00:00+00:00,2017-01-19 21:00:00+00:00,0
2017-01-23,2017-01-20 05:30:00+00:00,2017-01-23 01:00:00+00:00,VALID,1,1,2017-01-20,2017-01-20T14:30:00+00:00,2017-01-20T21:00:00+00:00,2017-01-20 21:00:00+00:00,0
2017-01-24,2017-01-23 05:30:00+00:00,2017-01-24 01:00:00+00:00,VALID,1,1,2017-01-23,2017-01-23T14:30:00+00:00,2017-01-23T21:00:00+00:00,2017-01-23 21:00:00+00:00,0
